,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,CallPut,Symbol
1001,MFA201016P00005000,2020-05-05 9:53AM EDT,5.0,3.4,3.40,3.70,0.0,-,3,88,118.75%,put,MFA
1002,MFA201016P00006000,2020-03-24 12:35PM EDT,6.0,4.2,4.30,4.80,0.0,-,10,10,130.47%,put,MFA
1003,MFA201016P00007000,2020-05-04 9:41AM EDT,7.0,5.41,5.40,5.70,0.0,-,9,759,140.63%,put,MFA
1004,MFA201016P00008000,2020-03-30 9:39AM EDT,8.0,6.5,5.90,7.00,0.0,-,2,11,287.50%,put,MFA
1005,MFA201016P00011000,2020-03-20 5:49PM EDT,11.0,6.2,8.40,10.40,0.0,-,-,37,419.53%,put,MFA
1006,MFA201016P00012000,2020-05-13 12:11PM EDT,12.0,10.7,-,-,0.0,-,-,3,0.00%,put,MFA
1007,MFA201016P00015000,2020-05-01 12:02PM EDT,15.0,13.4,12.80,14.40,0.0,-,30,0,210.16%,put,MFA
1008,MFA201016P00016000,2020-04-23 1:50PM EDT,16.0,14.2,14.30,14.70,0.0,-,-,0,100.00%,put,MFA
1009,GEN200619C00002500,2020-05-07 2:40PM EDT,2.5,0.03,0.0,0.05,0.0,-,-,6,300.00%,call,GEN
1010,GEN200717C00002500,2020-05-04 9:30AM EDT,2.5,0.05,0.0,0.05,0.0,-,7,187,218.75%,call,GEN
1011,GEN200717P00005000,2020-03-02 1:00AM EDT,5.0,3.31,2.35,6.4,0.0,-,-,0,0.00%,put,GEN
1012,GEN201016C00002500,2020-04-29 9:30AM EDT,2.5,0.05,0.0,0.1,0.0,-,10,165,165.63%,call,GEN
1013,GEN201016C00005000,2020-03-26 2:39PM EDT,5.0,0.05,0.0,0.8,0.0,-,1,8,464.06%,call,GEN
1014,GEN201016C00007500,2020-04-29 9:36AM EDT,7.5,0.03,0.0,0.8,0.0,-,10,20,487.50%,call,GEN
1015,IPI200619C00001000,2020-05-15 3:44PM EDT,1.0,0.1,0.05,0.0,0.0,-,43,160,6.25%,call,IPI
1016,IPI200619C00002000,2020-05-08 10:14AM EDT,2.0,0.05,0.0,0.1,0.0,-,1,847,207.81%,call,IPI
1017,IPI200619C00003000,2020-05-15 9:38AM EDT,3.0,0.05,0.0,0.05,0.0,-,7,1398,231.25%,call,IPI
1018,IPI200619C00004000,2020-01-28 11:24AM EDT,4.0,0.05,0.0,0.05,0.0,-,5,323,268.75%,call,IPI
1019,IPI200619C00005000,2019-11-04 4:36PM EDT,5.0,0.15,0.0,0.2,0.0,-,-,0,407.81%,call,IPI
1020,IPI200619P00001000,2020-05-14 2:48PM EDT,1.0,0.15,0.0,0.2,0.0,-,3,36,60.94%,put,IPI
1021,IPI200619P00002000,2020-05-12 9:45AM EDT,2.0,1.0,0.95,2.4,0.0,-,2,20,765.63%,put,IPI
1022,IPI200619P00003000,2020-02-25 4:26PM EDT,3.0,1.15,0.0,0.0,0.0,-,1,0,0.00%,put,IPI
1023,IPI200619P00004000,2020-01-31 3:51PM EDT,4.0,1.67,0.1,4.6,0.0,-,1,1,0.00%,put,IPI
1024,IPI200918C00001000,2020-05-11 11:19AM EDT,1.0,0.33,0.20,0.35,0.0,-,3,400,135.16%,call,IPI
1025,IPI200918C00002000,2020-05-11 12:46PM EDT,2.0,0.06,0.00,0.25,0.0,-,12,928,150.00%,call,IPI
1026,IPI200918C00003000,2020-05-12 9:32AM EDT,3.0,0.1,0.00,0.25,0.0,-,1,1029,185.94%,call,IPI
1027,IPI200918C00004000,2020-03-09 2:56PM EDT,4.0,0.1,-,0.1,0.0,-,-,5,195.31%,call,IPI
1028,IPI200918P00001000,2020-05-15 10:34AM EDT,1.0,0.25,0.2,0.3,-0.05,-16.67%,4,40,99.61%,put,IPI
1029,IPI200918P00002000,2020-05-01 9:35AM EDT,2.0,1.15,0.25,4.5,0.0,-,1,26,0.00%,put,IPI
1030,IPI200918P00003000,2020-03-27 5:21AM EDT,3.0,1.05,0.3,2.95,0.0,-,100,101,737.50%,put,IPI
1031,IPI201218C00001000,2020-05-15 3:11PM EDT,1.0,0.35,0.2,0.6,0.05,+16.67%,1,86,150.00%,call,IPI
1032,IPI201218C00002000,2020-05-15 11:26AM EDT,2.0,0.05,0.05,0.25,-0.05,-50.00%,10,9,122.66%,call,IPI
1033,IPI201218P00001000,2020-05-11 10:10AM EDT,1.0,0.35,0.25,0.7,0.0,-,1,3,159.38%,put,IPI
1034,CX200619C00001000,2020-05-01 11:25AM EDT,1.0,1.04,0.05,2.35,0.0,-,2,2,371.88%,call,CX
1035,CX200619C00001500,2020-05-15 9:30AM EDT,1.5,0.47,0.04,0.69,-0.07,-12.96%,2,10,207.81%,call,CX
1036,CX200619C00002000,2020-05-15 3:38PM EDT,2.0,0.15,0.11,0.19,0.0,-,107,1348,72.66%,call,CX
1037,CX200619C00002500,2020-05-15 3:09PM EDT,2.5,0.03,0.02,0.06,-0.05,-62.50%,1,214,78.13%,call,CX
1038,CX200619C00003000,2020-05-15 12:40PM EDT,3.0,0.03,0.01,0.03,0.02,+200.00%,2,20,93.75%,call,CX
1039,CX200619C00003500,2020-04-29 1:17PM EDT,3.5,0.03,0.0,0.07,0.0,-,-,1,132.81%,call,CX
1040,CX200619P00001500,2020-04-28 12:27PM EDT,1.5,0.06,0.01,0.06,0.0,-,-,1,84.38%,put,CX
1041,CX200619P00002000,2020-05-15 10:54AM EDT,2.0,0.25,0.0,0.22,0.0,-,32,263,81.25%,put,CX
1042,CX200717C00001000,2020-05-06 11:45AM EDT,1.0,1.1,0.05,1.04,0.0,-,2,1,173.44%,call,CX
1043,CX200717C00001500,2020-05-15 12:43PM EDT,1.5,0.37,0.43,0.57,-0.13,-26.00%,5,101,71.09%,call,CX
1044,CX200717C00002000,2020-05-15 11:04AM EDT,2.0,0.2,0.06,0.23,-0.12,-37.50%,11,229,52.34%,call,CX
1045,CX200717C00002500,2020-05-15 11:46AM EDT,2.5,0.06,0.0,0.09,-0.03,-33.33%,2,1258,60.16%,call,CX
1046,CX200717C00003000,2020-05-15 10:49AM EDT,3.0,0.04,0.0,0.06,-0.01,-20.00%,10,1020,76.56%,call,CX
1047,CX200717C00003500,2020-04-24 3:32PM EDT,3.5,0.04,0.0,0.16,0.0,-,11,765,123.44%,call,CX
1048,CX200717C00004000,2020-05-07 11:01AM EDT,4.0,0.03,0.0,0.05,0.0,-,15,2621,106.25%,call,CX
1049,CX200717C00004500,2020-05-12 3:09PM EDT,4.5,0.03,0.0,0.03,0.0,-,20,1263,107.81%,call,CX
1050,CX200717C00005000,2020-04-24 11:39AM EDT,5.0,0.02,0.0,0.0,0.0,-,3,577,50.00%,call,CX
1051,CX200717C00005500,2020-04-01 9:59AM EDT,5.5,0.04,0.0,0.05,0.0,-,2,0,139.06%,call,CX
1052,CX200717C00006000,2020-03-10 1:36PM EDT,6.0,0.04,0.0,0.08,0.0,-,5,165,160.94%,call,CX
1053,CX200717P00001000,2020-04-24 12:51PM EDT,1.0,0.05,0.0,0.04,0.0,-,2,16,110.94%,put,CX
1054,CX200717P00001500,2020-05-12 3:07PM EDT,1.5,0.04,0.02,0.09,0.0,-,20,129,73.44%,put,CX
1055,CX200717P00002000,2020-05-15 10:43AM EDT,2.0,0.29,0.21,0.29,-0.06,-17.14%,51,161,69.53%,put,CX
1056,CX200717P00002500,2020-05-13 1:51PM EDT,2.5,0.66,0.18,0.66,0.0,-,20,380,85.94%,put,CX
1057,CX200717P00003000,2020-03-09 3:52PM EDT,3.0,0.73,0.94,1.38,0.0,-,31,670,114.84%,put,CX
1058,CX200717P00003500,2020-04-28 9:42AM EDT,3.5,1.55,1.1,1.69,0.0,-,48,2544,148.44%,put,CX
1059,CX200717P00004000,2020-05-11 9:38AM EDT,4.0,1.85,0.46,2.12,0.0,-,1,884,135.16%,put,CX
1060,CX200717P00004500,2020-03-03 1:29PM EDT,4.5,1.15,2.19,2.91,0.0,-,1,109,50.00%,put,CX
1061,CX200717P00005000,2020-04-03 12:51PM EDT,5.0,3.35,2.69,3.2,0.0,-,3,53,198.44%,put,CX
1062,CX201016C00000500,2020-05-13 7:01PM EDT,0.5,1.41,0.45,1.94,0.0,-,30,30,787.50%,call,CX
1063,CX201016C00001000,2020-05-01 9:58AM EDT,1.0,1.22,0.93,1.07,0.0,-,1,1,90.63%,call,CX
1064,CX201016C00001500,2020-05-14 9:56AM EDT,1.5,0.61,0.41,0.66,0.0,-,3,27,56.25%,call,CX
1065,CX201016C00002000,2020-05-15 3:59PM EDT,2.0,0.38,0.31,0.38,0.01,+2.70%,9,223,73.05%,call,CX
1066,CX201016C00002500,2020-05-13 12:34PM EDT,2.5,0.22,0.18,0.38,0.0,-,3,251,90.23%,call,CX
1067,CX201016C00003000,2020-05-15 12:44PM EDT,3.0,0.11,0.09,0.16,-0.04,-26.67%,4,202,76.56%,call,CX
1068,CX201016C00003500,2020-05-04 9:30AM EDT,3.5,0.1,0.05,0.09,0.0,-,2,274,75.00%,call,CX
1069,CX201016C00004000,2020-05-08 1:05PM EDT,4.0,0.06,0.00,0.06,0.0,-,2,104,70.31%,call,CX
1070,CX201016C00004500,2020-05-01 11:28AM EDT,4.5,0.05,0.00,0.06,0.0,-,4,21,78.13%,call,CX
1071,CX201016C00005000,2020-04-30 3:46PM EDT,5.0,0.05,0.00,0.05,0.0,-,10,15,82.81%,call,CX
1072,CX201016C00006000,2020-03-31 12:31PM EDT,6.0,0.04,0.00,0.05,0.0,-,5,7,93.75%,call,CX
1073,CX201016C00007000,2020-03-27 5:02AM EDT,7.0,0.04,-,0.55,0.0,-,-,3,239.06%,call,CX
1074,CX201016P00000500,2020-05-04 2:06PM EDT,0.5,0.01,0.0,0.03,0.0,-,2,0,125.00%,put,CX
1075,CX201016P00001000,2020-04-30 12:39PM EDT,1.0,0.05,0.0,0.07,0.0,-,1,11,81.25%,put,CX
1076,CX201016P00001500,2020-05-13 12:43PM EDT,1.5,0.21,0.06,0.19,0.0,-,1,5000,67.58%,put,CX
1077,CX201016P00002000,2020-05-14 10:56AM EDT,2.0,0.45,0.25,0.42,0.0,-,103,803,60.94%,put,CX
1078,CX201016P00002500,2020-03-31 10:19AM EDT,2.5,0.8,0.62,0.93,0.0,-,448,294,78.91%,put,CX
1079,CX201016P00003000,2020-03-31 10:19AM EDT,3.0,1.2,0.99,1.52,0.0,-,152,155,94.53%,put,CX
1080,CX201016P00004000,2020-03-16 3:36PM EDT,4.0,2.31,1.85,2.3,0.0,-,14,214,67.19%,put,CX
1081,CX201016P00004500,2020-04-29 9:56AM EDT,4.5,2.37,2.43,2.72,0.0,-,-,25,75.00%,put,CX
1082,CX201016P00005000,2020-04-16 10:05AM EDT,5.0,3.1,2.98,3.7,0.0,-,1,1,158.98%,put,CX
1083,CX210115C00001000,2020-04-03 11:24AM EDT,1.0,0.96,0.53,1.77,0.0,-,11,21,123.44%,call,CX
1084,CX210115C00001500,2020-05-13 1:17PM EDT,1.5,0.65,0.22,1.21,0.0,-,3,61,82.81%,call,CX
1085,CX210115C00002000,2020-05-15 11:56AM EDT,2.0,0.5,0.43,0.63,-0.01,-1.96%,4,458,87.89%,call,CX
1086,CX210115C00002500,2020-05-15 3:56PM EDT,2.5,0.32,0.25,0.4,-0.02,-5.88%,11,2237,78.52%,call,CX
1087,CX210115C00003000,2020-05-14 2:50PM EDT,3.0,0.22,0.08,0.3,0.0,-,5,1055,72.27%,call,CX
1088,CX210115C00003500,2020-05-15 3:23PM EDT,3.5,0.17,0.1,0.3,-0.13,-43.33%,51,3220,85.94%,call,CX
1089,CX210115C00004000,2020-05-15 1:57PM EDT,4.0,0.12,0.02,0.18,0.02,+20.00%,19,24125,75.39%,call,CX
1090,CX210115C00004500,2020-05-14 12:40PM EDT,4.5,0.11,0.02,0.16,0.0,-,6,115,80.47%,call,CX
1091,CX210115C00005000,2020-05-14 2:08PM EDT,5.0,0.06,0.02,0.11,0.0,-,50,31411,79.69%,call,CX
1092,CX210115C00005500,2020-04-30 11:28AM EDT,5.5,0.09,0.0,0.21,0.0,-,20,311,95.70%,call,CX
1093,CX210115C00007000,2020-05-06 3:49PM EDT,7.0,0.04,0.0,0.11,0.0,-,1,5142,94.53%,call,CX
1094,CX210115C00010000,2020-03-26 12:23PM EDT,10.0,0.01,0.0,0.08,0.0,-,2,190,105.47%,call,CX
1095,CX210115C00012000,2019-12-26 3:40PM EDT,12.0,0.04,0.0,0.09,0.0,-,3,45,116.41%,call,CX
1096,CX210115P00000500,2020-04-28 3:21PM EDT,0.5,0.03,0.0,0.13,0.0,-,-,5,145.31%,put,CX
1097,CX210115P00001000,2020-03-17 3:23PM EDT,1.0,0.1,0.01,0.56,0.0,-,-,1,149.22%,put,CX
1098,CX210115P00001500,2020-05-14 2:09PM EDT,1.5,0.3,0.23,0.63,0.0,-,1,11,116.80%,put,CX
1099,CX210115P00002000,2020-04-28 10:14AM EDT,2.0,0.46,0.48,0.88,0.0,-,1,54,104.69%,put,CX
1100,CX210115P00002500,2020-05-08 10:19AM EDT,2.5,0.73,0.47,0.95,0.0,-,710,764,51.95%,put,CX
1101,CX210115P00003000,2020-04-09 12:40PM EDT,3.0,1.05,1.04,1.57,0.0,-,60,1660,83.20%,put,CX
1102,CX210115P00003500,2020-04-09 2:59PM EDT,3.5,1.5,1.15,1.97,0.0,-,1,216,121.88%,put,CX
1103,CX210115P00004000,2020-04-24 2:55PM EDT,4.0,2.22,1.59,2.63,0.0,-,2,3161,65.63%,put,CX
1104,CX210115P00004500,2020-04-30 2:19PM EDT,4.5,2.49,2.38,2.99,0.0,-,66,96,90.63%,put,CX
1105,CX210115P00005000,2020-03-16 3:52PM EDT,5.0,3.17,0.0,0.0,0.0,-,25,0,0.00%,put,CX
1106,CX210115P00005500,2020-02-18 1:08AM EDT,5.5,1.55,1.45,3.7,0.0,-,-,0,105.86%,put,CX
1107,CX210115P00007000,2020-03-17 12:00PM EDT,7.0,5.2,4.15,5.7,0.0,-,286,350,205.08%,put,CX
1108,CX210115P00010000,2020-03-27 4:48AM EDT,10.0,6.95,6.05,10.6,0.0,-,10,5,164.06%,put,CX
1109,CX210115P00012000,2020-03-27 4:48AM EDT,12.0,8.35,7.75,12.25,0.0,-,1,0,0.00%,put,CX
1110,CX220121C00001000,2020-05-13 2:31PM EDT,1.0,1.12,0.63,1.7,0.0,-,1,48,80.47%,call,CX
1111,CX220121C00001500,2020-05-04 11:18AM EDT,1.5,1.0,0.5,1.42,0.0,-,5,111,84.18%,call,CX
1112,CX220121C00002000,2020-05-15 3:15PM EDT,2.0,0.75,0.65,0.9,0.05,+7.14%,1,374,81.84%,call,CX
1113,CX220121C00002500,2020-05-13 2:24PM EDT,2.5,0.64,0.38,1.03,0.0,-,1,158,87.89%,call,CX
1114,CX220121C00003000,2020-05-08 3:42PM EDT,3.0,0.62,0.09,0.93,0.0,-,2,1227,77.93%,call,CX
1115,CX220121C00003500,2020-04-22 10:37AM EDT,3.5,0.44,0.06,0.73,0.0,-,3,243,74.22%,call,CX
1116,CX220121C00004000,2020-05-01 12:04PM EDT,4.0,0.21,0.14,0.79,0.0,-,10,2258,87.50%,call,CX
1117,CX220121C00004500,2020-05-04 2:22PM EDT,4.5,0.33,0.09,0.62,0.0,-,2,71,81.64%,call,CX
1118,CX220121C00005000,2020-05-14 12:07PM EDT,5.0,0.3,0.01,0.58,0.0,-,110,556,79.88%,call,CX
1119,CX220121C00005500,2020-05-01 1:35PM EDT,5.5,0.17,0.01,3.95,0.0,-,2,1037,0.00%,call,CX
1120,CX220121C00007000,2020-05-15 1:06PM EDT,7.0,0.2,0.0,0.44,-0.05,-20.00%,10,661,84.38%,call,CX
1121,CX220121P00000500,2020-05-13 7:01PM EDT,0.5,0.05,0.0,0.23,0.0,-,2,0,112.50%,put,CX
1122,CX220121P00001000,2020-04-30 11:50AM EDT,1.0,0.22,0.1,0.56,0.0,-,2,127,103.13%,put,CX
1123,CX220121P00001500,2020-05-04 11:47AM EDT,1.5,0.47,0.02,0.77,0.0,-,2,196,69.14%,put,CX
1124,CX220121P00002000,2020-04-24 12:55PM EDT,2.0,0.79,0.31,1.12,0.0,-,2,251,69.73%,put,CX
1125,CX220121P00002500,2020-05-12 12:42PM EDT,2.5,1.0,0.6,1.51,0.0,-,1,164,67.38%,put,CX
1126,CX220121P00003000,2020-04-29 3:06PM EDT,3.0,1.45,0.96,1.93,0.0,-,17,296,66.60%,put,CX
1127,CX220121P00004000,2020-05-12 10:31AM EDT,4.0,2.17,2.03,2.78,0.0,-,5,345,76.56%,put,CX
1128,CX220121P00004500,2020-05-06 11:12AM EDT,4.5,2.6,2.18,3.3,0.0,-,2,384,63.87%,put,CX
1129,CX220121P00005000,2020-05-01 10:10AM EDT,5.0,3.25,2.63,3.75,0.0,-,2,133,61.72%,put,CX
1130,CX220121P00005500,2020-04-27 9:32AM EDT,5.5,3.8,3.1,4.25,0.0,-,-,1,63.28%,put,CX
1131,CX220121P00007000,2020-04-24 2:41PM EDT,7.0,5.25,4.55,0.0,0.0,-,2,11,0.00%,put,CX
1132,VEON200619C00001000,2020-05-15 3:52PM EDT,1.0,0.41,0.10,0.6,-0.09,-18.00%,53,97,246.88%,call,VEON
1133,VEON200619C00002000,2020-05-15 1:36PM EDT,2.0,0.03,0.00,0.05,-0.02,-40.00%,7,208,90.63%,call,VEON
1134,VEON200619C00003000,2020-04-24 11:18AM EDT,3.0,0.1,0.00,0.05,0.0,-,3,878,156.25%,call,VEON
1135,VEON200619C00005000,2020-01-16 7:39PM EDT,5.0,0.01,-,0.0,0.0,-,-,100,50.00%,call,VEON
1136,VEON200619P00001000,2020-04-27 11:33AM EDT,1.0,0.1,0.0,0.1,0.0,-,-,1,131.25%,put,VEON
1137,VEON200619P00002000,2020-05-15 11:35AM EDT,2.0,0.6,0.2,0.85,0.1,+20.00%,3,33,253.13%,put,VEON
1138,VEON200619P00003000,2020-05-04 10:47AM EDT,3.0,1.8,1.25,2.25,0.0,-,1,33,276.56%,put,VEON
1139,VEON200619P00004000,2020-03-26 1:14PM EDT,4.0,2.05,2.4,3.9,0.0,-,-,5,565.63%,put,VEON
1140,VEON200619P00005000,2020-05-06 9:30AM EDT,5.0,3.6,3.0,4.0,0.0,-,1,1,514.84%,put,VEON
1141,VEON200918C00001000,2020-05-15 2:09PM EDT,1.0,0.55,0.5,0.55,0.0,-,3,255,95.31%,call,VEON
1142,VEON200918C00002000,2020-05-15 12:20PM EDT,2.0,0.1,0.05,0.1,0.02,+25.00%,1,1756,69.53%,call,VEON
1143,VEON200918C00003000,2020-04-24 9:58AM EDT,3.0,0.2,0.0,0.05,0.0,-,20,637,82.81%,call,VEON
1144,VEON200918C00004000,2020-03-18 10:35AM EDT,4.0,0.01,0.0,0.1,0.0,-,50,71,120.31%,call,VEON
1145,VEON200918C00005000,2020-03-20 9:30AM EDT,5.0,0.15,0.0,0.75,0.0,-,-,0,254.69%,call,VEON
1146,VEON200918P00001000,2020-05-14 3:39PM EDT,1.0,0.07,0.05,0.15,0.0,-,13,149,92.97%,put,VEON
1147,VEON200918P00002000,2020-05-14 3:59PM EDT,2.0,0.65,0.65,0.9,0.0,-,10,415,108.59%,put,VEON
1148,VEON200918P00003000,2020-04-14 3:58PM EDT,3.0,1.44,1.3,1.85,0.0,-,3,170,176.17%,put,VEON
1149,VEON200918P00004000,2020-02-25 2:13PM EDT,4.0,2.02,2.3,3.4,0.0,-,10,10,203.13%,put,VEON
1150,VEON201218C00001000,2020-05-15 12:41PM EDT,1.0,0.6,0.35,0.75,-0.05,-7.69%,5,31,81.25%,call,VEON
1151,VEON201218C00002000,2020-05-15 1:39PM EDT,2.0,0.15,0.1,0.2,-0.05,-25.00%,13,111,71.88%,call,VEON
1152,VEON201218C00003000,2020-05-07 1:12PM EDT,3.0,0.1,0.0,0.15,0.0,-,3,215,82.81%,call,VEON
1153,VEON201218P00001000,2020-05-14 3:26PM EDT,1.0,0.2,0.0,0.2,0.0,-,50,52,71.09%,put,VEON
1154,VEON201218P00002000,2020-05-15 1:31PM EDT,2.0,0.73,0.7,0.9,0.03,+4.29%,9,66,88.67%,put,VEON
1155,CSLT200619C00002500,2020-05-15 3:43PM EDT,2.5,0.1,0.0,0.15,0.06,+150.00%,11,1,346.88%,call,CSLT
1156,CSLT200619P00002500,2020-05-11 9:55AM EDT,2.5,1.05,1.1,2.5,0.0,-,1,0,237.50%,put,CSLT
1157,CSLT200821C00002500,2020-05-15 3:43PM EDT,2.5,0.04,0.0,0.1,-0.01,-20.00%,10,249,182.81%,call,CSLT
1158,CSLT200821C00007500,2020-03-27 4:40AM EDT,7.5,0.06,0.0,0.0,0.0,-,-,0,50.00%,call,CSLT
1159,CSLT200821P00002500,2020-03-04 12:18PM EDT,2.5,1.8,0.05,3.5,0.0,-,1,4,0.00%,put,CSLT
1160,CSLT201120C00002500,2020-05-12 9:30AM EDT,2.5,0.1,0.0,0.5,0.0,-,20,52,237.50%,call,CSLT
1161,CSLT201120C00005000,2020-05-04 9:34AM EDT,5.0,0.05,0.0,0.2,0.0,-,-,10,204.69%,call,CSLT
1162,ABUS200619C00002500,2020-05-15 3:12PM EDT,2.5,0.35,0.3,0.35,0.13,+59.09%,80,2548,181.25%,call,ABUS
1163,ABUS200619C00005000,2020-05-15 10:37AM EDT,5.0,0.05,0.0,0.15,0.02,+66.67%,49,870,206.25%,call,ABUS
1164,ABUS200619P00002500,2020-05-13 9:30AM EDT,2.5,0.8,0.0,0.85,0.0,-,50,141,51.56%,put,ABUS
1165,ABUS200619P00005000,2020-02-04 3:44PM EDT,5.0,2.6,2.25,2.85,0.0,-,3,0,0.00%,put,ABUS
1166,ABUS200918C00002500,2020-05-15 1:48PM EDT,2.5,0.54,0.3,0.5,0.24,+80.00%,83,6422,109.77%,call,ABUS
1167,ABUS200918C00005000,2020-05-15 3:18PM EDT,5.0,0.27,0.15,0.35,0.17,+170.00%,12,172,155.08%,call,ABUS
1168,ABUS200918C00007500,2020-04-28 9:50AM EDT,7.5,0.05,0.05,4.5,0.0,-,82,74,0.00%,call,ABUS
1169,ABUS200918P00002500,2020-03-30 1:58PM EDT,2.5,1.55,0.85,1.8,0.0,-,2,30,222.66%,put,ABUS
1170,ABUS200918P00007500,2020-03-27 4:09AM EDT,7.5,4.34,4.4,8.5,0.0,-,-,0,360.16%,put,ABUS
1171,ABUS201218C00002500,2020-05-15 2:50PM EDT,2.5,0.6,0.6,0.65,0.0,-,16,198,118.95%,call,ABUS
1172,ABUS201218C00005000,2020-05-15 1:52PM EDT,5.0,0.35,0.3,0.45,0.15,+75.00%,3,1,139.06%,call,ABUS
1173,ABUS201218P00002500,2020-05-08 12:30PM EDT,2.5,1.4,0.0,1.3,0.0,-,2,2,60.16%,put,ABUS
1174,HYRE200619P00002500,2020-04-29 12:19PM EDT,2.5,0.95,0.0,2.3,0.0,-,-,100,346.88%,call,HYRE
1175,HYRE200619P00007500,2020-05-11 1:45PM EDT,7.5,5.7,4.3,7.8,0.0,-,-,17,522.66%,call,HYRE
1176,HYRE200717C00002500,2020-05-15 3:41PM EDT,2.5,0.35,0.05,0.0,0.0,-,10,524,12.50%,call,HYRE
1177,HYRE200717C00005000,2020-05-15 12:34PM EDT,5.0,0.08,0.05,4.6,-0.07,-46.67%,20,2963,0.00%,call,HYRE
1178,HYRE200717C00007500,2020-02-20 3:45PM EDT,7.5,0.2,0.05,4.9,0.0,-,4,0,0.00%,call,HYRE
1179,HYRE200717P00002500,2020-05-15 2:58PM EDT,2.5,1.19,0.1,1.2,0.24,+25.26%,1,2593,107.03%,put,HYRE
1180,HYRE200717P00005000,2020-03-26 3:48PM EDT,5.0,3.4,3.5,4.7,0.0,-,1,1,510.16%,put,HYRE
1181,HYRE200717P00007500,2020-02-19 2:25PM EDT,7.5,3.85,5.6,7.7,0.0,-,-,0,576.56%,put,HYRE
1182,HYRE201016C00002500,2020-05-15 3:44PM EDT,2.5,0.6,0.45,0.7,0.0,-,5,76,135.16%,call,HYRE
1183,HYRE201016C00005000,2020-05-15 12:47PM EDT,5.0,0.05,0.0,2.2,-0.2,-80.00%,20,21,308.98%,call,HYRE
1184,HYRE201016P00002500,2020-05-13 11:41AM EDT,2.5,1.1,0.45,2.55,0.0,-,2,22,237.89%,put,HYRE
1185,HYRE201016P00007500,2020-05-12 9:30AM EDT,7.5,5.6,4.0,7.7,0.0,-,-,1,208.59%,put,HYRE
1186,RESN200619C00002500,2020-05-15 2:47PM EDT,2.5,0.15,0.15,0.2,-0.1,-40.00%,42,191,96.88%,call,RESN
1187,RESN200619C00005000,2020-05-14 10:24AM EDT,5.0,0.03,0.0,0.2,0.0,-,1,197,205.47%,call,RESN
1188,RESN200619P00002500,2020-05-15 12:50PM EDT,2.5,0.4,0.35,0.45,-0.15,-27.27%,1,80,91.41%,put,RESN
1189,RESN200619P00005000,2020-04-24 2:09PM EDT,5.0,2.45,2.2,3.4,0.0,-,10,11,179.69%,put,RESN
1190,RESN200717C00002500,2020-05-15 2:44PM EDT,2.5,0.34,0.2,0.5,-0.11,-24.44%,21,615,118.75%,call,RESN
1191,RESN200717C00005000,2020-05-15 3:25PM EDT,5.0,0.1,0.1,0.2,0.05,+100.00%,1,247,171.88%,call,RESN
1192,RESN200717C00007500,2020-01-24 3:27PM EDT,7.5,0.1,0.0,2.0,0.0,-,40,0,464.84%,call,RESN
1193,RESN200717P00002500,2020-05-12 1:26PM EDT,2.5,0.65,0.15,0.0,0.0,-,3,279,0.00%,put,RESN
1194,RESN200717P00005000,2020-02-07 10:30AM EDT,5.0,3.2,1.0,5.8,0.0,-,2,0,318.75%,put,RESN
1195,RESN200717P00007500,2020-02-07 12:32PM EDT,7.5,5.8,4.6,8.5,0.0,-,2,0,559.38%,put,RESN
1196,RESN201016C00002500,2020-05-15 3:49PM EDT,2.5,0.5,0.5,0.75,-0.05,-9.09%,20,420,123.44%,call,RESN
1197,RESN201016C00005000,2020-05-12 2:27PM EDT,5.0,0.05,0.05,0.5,0.0,-,6,125,135.16%,call,RESN
1198,RESN201016P00002500,2020-04-29 9:52AM EDT,2.5,0.92,0.0,4.9,0.0,-,2,8,712.50%,put,RESN
1199,RESN201016P00005000,2020-05-15 3:38PM EDT,5.0,3.3,0.0,3.4,0.3,+10.00%,128,138,203.13%,put,RESN
1200,RESN201016P00007500,2020-05-07 10:05AM EDT,7.5,5.2,4.4,8.0,0.0,-,1,40,289.06%,put,RESN
1201,ARLO200619C00001000,2020-05-14 9:33AM EDT,1.0,1.85,0.95,1.20,0.85,+85.00%,1,29,0.00%,call,ARLO
1202,ARLO200619C00002000,2020-05-15 2:16PM EDT,2.0,0.3,0.25,0.40,0.01,+3.45%,35,46,73.44%,call,ARLO
1203,ARLO200619C00003000,2020-05-15 3:40PM EDT,3.0,0.05,0.00,0.05,0.01,+25.00%,22,409,73.44%,call,ARLO
1204,ARLO200619C00004000,2020-05-11 3:07PM EDT,4.0,0.15,0.00,0.05,0.0,-,28,55,118.75%,call,ARLO
1205,ARLO200619C00005000,2020-05-11 11:43AM EDT,5.0,0.04,-,-,0.0,-,-,20,0.00%,call,ARLO
1206,ARLO200619P00002000,2020-05-13 2:28PM EDT,2.0,0.16,-,-,0.0,-,-,543,0.00%,put,ARLO
1207,ARLO200619P00003000,2020-05-12 11:11AM EDT,3.0,0.75,-,-,0.0,-,-,21,0.00%,put,ARLO
1208,ARLO200717C00001000,2020-05-12 12:01PM EDT,1.0,1.4,0.0,2.5,0.0,-,1,28,125.00%,call,ARLO
1209,ARLO200717C00002000,2020-05-15 10:59AM EDT,2.0,0.3,0.35,0.4,-0.12,-28.57%,8,78,70.31%,call,ARLO
